2025-03-14 00:29:25 : INFO : (11800 | DIRECTOR) : (IS | IS) : node01 : TM_6014 : Initializing session [s_m_2387349_WelcomeLetter] at [Fri Mar 14 00:29:25 2025].
2025-03-14 00:29:25 : INFO : (11800 | MAPPING) : (IS | IS) : node01 : TM_6007 : DTM initialized successfully for session [s_m_2387349_WelcomeLetter]
2025-03-14 00:29:25 : INFO : (11800 | DIRECTOR) : (IS | IS) : node01 : PETL_24033 : All DTM Connection Info: [<NONE>].
2025-03-14 00:29:25 : INFO : (11800 | MANAGER) : (IS | IS) : node01 : PETL_24004 : PETL_24004 Starting pre-session tasks. : (Fri Mar 14 00:29:25 2025)
2025-03-14 00:29:25 : INFO : (11800 | PRE-SESS) : (IS | IS) : node01 : PETL_24091 : Thread [PRE-SESS] has the ID [4].
2025-03-14 00:29:25 : INFO : (11800 | MANAGER) : (IS | IS) : node01 : PETL_24027 : PETL_24027 Pre-session task completed successfully. : (Fri Mar 14 00:29:25 2025)
2025-03-14 00:29:25 : INFO : (11800 | DIRECTOR) : (IS | IS) : node01 : PETL_24006 : Starting data movement.
2025-03-14 00:29:25 : INFO : (11800 | MAPPING) : (IS | IS) : node01 : TM_6660 : Total Buffer Pool size is 3658944 bytes and Block size is 65536 bytes.
2025-03-14 00:29:25 : INFO : (11800 | READER_1_1_1) : (IS | IS) : node01 : PETL_24091 : Thread [READER_1_1_1] has the ID [5].
2025-03-14 00:29:25 : INFO : (11800 | READER_1_1_1) : (IS | IS) : node01 : DBG_21438 : Reader: Source is [orcl], Type [Oracle], User [system]
2025-03-14 00:29:25 : INFO : (11800 | READER_1_1_1) : (IS | IS) : node01 : BLKR_16003 : Initialization completed successfully.
2025-03-14 00:29:25 : INFO : (11800 | TRANSF_1_1_1) : (IS | IS) : node01 : PETL_24091 : Thread [TRANSF_1_1_1] has the ID [6].
2025-03-14 00:29:25 : INFO : (11800 | READER_1_2_1) : (IS | IS) : node01 : PETL_24091 : Thread [READER_1_2_1] has the ID [7].
2025-03-14 00:29:25 : INFO : (11800 | READER_1_2_1) : (IS | IS) : node01 : DBG_21438 : Reader: Source is [orcl], Type [Oracle], User [system]
2025-03-14 00:29:25 : INFO : (11800 | READER_1_2_1) : (IS | IS) : node01 : BLKR_16003 : Initialization completed successfully.
2025-03-14 00:29:25 : INFO : (11800 | TRANSF_1_2_1) : (IS | IS) : node01 : PETL_24091 : Thread [TRANSF_1_2_1] has the ID [8].
2025-03-14 00:29:25 : INFO : (11800 | READER_1_3_1) : (IS | IS) : node01 : PETL_24091 : Thread [READER_1_3_1] has the ID [9].
2025-03-14 00:29:25 : INFO : (11800 | READER_1_3_1) : (IS | IS) : node01 : DBG_21438 : Reader: Source is [orcl], Type [Oracle], User [system]
2025-03-14 00:29:25 : INFO : (11800 | READER_1_3_1) : (IS | IS) : node01 : BLKR_16003 : Initialization completed successfully.
2025-03-14 00:29:25 : INFO : (11800 | TRANSF_1_3_1) : (IS | IS) : node01 : PETL_24091 : Thread [TRANSF_1_3_1] has the ID [10].
2025-03-14 00:29:25 : INFO : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : PETL_24091 : Thread [WRITER_1_*_1] has the ID [11].
2025-03-14 00:29:25 : INFO : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8270 : Target connection group #1 consists of target(s) [Group_details_modified::X_GroupDetails]
2025-03-14 00:29:25 : INFO : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8270 : Target connection group #2 consists of target(s) [Group_details_modified::X_Subgrp]
2025-03-14 00:29:25 : INFO : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8270 : Target connection group #3 consists of target(s) [Group_details_modified::X_Subscriber]
2025-03-14 00:29:25 : INFO : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8003 : Writer initialization complete.
2025-03-14 00:29:25 : INFO : (11800 | READER_1_3_1) : (IS | IS) : node01 : BLKR_16007 : Reader run started.
2025-03-14 00:29:25 : INFO : (11800 | READER_1_1_1) : (IS | IS) : node01 : BLKR_16007 : Reader run started.
2025-03-14 00:29:25 : INFO : (11800 | READER_1_3_1) : (IS | IS) : node01 : RR_4010 : SQ instance [SQ_GROUP_2387349] SQL Query [SELECT GROUP_2387349.GRP_SK, GROUP_2387349.GROUP_ID, GROUP_2387349.GROUP_NAME, GROUP_2387349.EFF_DT, GROUP_2387349.TERM_DT, GROUP_2387349.STREET, GROUP_2387349.CITY, GROUP_2387349.STATE, GROUP_2387349.ZIP FROM GROUP_2387349]
2025-03-14 00:29:25 : INFO : (11800 | READER_1_1_1) : (IS | IS) : node01 : RR_4010 : SQ instance [SQ_SUBSCRIBER_2387349] SQL Query [SELECT SUBSCRIBER_2387349.SUB_ID, SUBSCRIBER_2387349.LAST_NAME, SUBSCRIBER_2387349.FIRST_NAME, SUBSCRIBER_2387349.GENDER, SUBSCRIBER_2387349.BIRTH_DT, SUBSCRIBER_2387349.SUBGRP_ID, SUBSCRIBER_2387349.GRP_ID FROM SUBSCRIBER_2387349]
2025-03-14 00:29:25 : INFO : (11800 | READER_1_3_1) : (IS | IS) : node01 : RR_4049 : RR_4049 SQL Query issued to database : (Fri Mar 14 00:29:25 2025)
2025-03-14 00:29:25 : INFO : (11800 | READER_1_1_1) : (IS | IS) : node01 : RR_4049 : RR_4049 SQL Query issued to database : (Fri Mar 14 00:29:25 2025)
2025-03-14 00:29:25 : INFO : (11800 | READER_1_2_1) : (IS | IS) : node01 : BLKR_16007 : Reader run started.
2025-03-14 00:29:25 : INFO : (11800 | READER_1_2_1) : (IS | IS) : node01 : RR_4010 : SQ instance [SQ_SUBGRP_2387349] SQL Query [SELECT SUBGRP_2387349.SUBGRP_SK, SUBGRP_2387349.SUBGRP_ID, SUBGRP_2387349.SUBGRP_NAME, SUBGRP_2387349.EFF_DT, SUBGRP_2387349.TERM_DT, SUBGRP_2387349.GROUP_ID FROM SUBGRP_2387349]
2025-03-14 00:29:25 : INFO : (11800 | READER_1_2_1) : (IS | IS) : node01 : RR_4049 : RR_4049 SQL Query issued to database : (Fri Mar 14 00:29:25 2025)
2025-03-14 00:29:25 : INFO : (11800 | READER_1_2_1) : (IS | IS) : node01 : RR_4050 : RR_4050 First row returned from database to reader : (Fri Mar 14 00:29:25 2025)
2025-03-14 00:29:25 : INFO : (11800 | READER_1_3_1) : (IS | IS) : node01 : RR_4050 : RR_4050 First row returned from database to reader : (Fri Mar 14 00:29:25 2025)
2025-03-14 00:29:25 : INFO : (11800 | READER_1_2_1) : (IS | IS) : node01 : BLKR_16019 : Read [19] rows, read [0] error rows for source table [SUBGRP_2387349] instance name [SUBGRP_2387349]
2025-03-14 00:29:25 : INFO : (11800 | READER_1_3_1) : (IS | IS) : node01 : BLKR_16019 : Read [3] rows, read [0] error rows for source table [GROUP_2387349] instance name [GROUP_2387349]
2025-03-14 00:29:25 : INFO : (11800 | READER_1_2_1) : (IS | IS) : node01 : BLKR_16008 : Reader run completed.
2025-03-14 00:29:25 : INFO : (11800 | READER_1_3_1) : (IS | IS) : node01 : BLKR_16008 : Reader run completed.
2025-03-14 00:29:25 : INFO : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8005 : Writer run started.
2025-03-14 00:29:25 : INFO : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8158 : 

*****START LOAD SESSION*****

Load Start Time: Fri Mar 14 00:29:25 2025

Target tables:

     Group_details_modified::X_GroupDetails
     Group_details_modified::X_Subgrp
     Group_details_modified::X_Subscriber


2025-03-14 00:29:25 : INFO : (11800 | TRANSF_1_2_1) : (IS | IS) : node01 : DBG_21077 : DBG_21077 Create joiner cache on master relation : (Fri Mar 14 00:29:25 2025)
2025-03-14 00:29:25 : INFO : (11800 | TRANSF_1_2_1) : (IS | IS) : node01 : TE_7212 : Increasing [Index Cache] size for transformation [JNRTRANS] from [33554432] to [33556800].
2025-03-14 00:29:25 : INFO : (11800 | TRANSF_1_2_1) : (IS | IS) : node01 : TE_7212 : Increasing [Data Cache] size for transformation [JNRTRANS] from [67108864] to [67109344].
2025-03-14 00:29:25 : INFO : (11800 | READER_1_1_1) : (IS | IS) : node01 : RR_4050 : RR_4050 First row returned from database to reader : (Fri Mar 14 00:29:25 2025)
2025-03-14 00:29:25 : INFO : (11800 | TRANSF_1_1_1) : (IS | IS) : node01 : DBG_21077 : DBG_21077 Create joiner cache on master relation : (Fri Mar 14 00:29:25 2025)
2025-03-14 00:29:25 : INFO : (11800 | TRANSF_1_1_1) : (IS | IS) : node01 : TE_7212 : Increasing [Index Cache] size for transformation [JNRTRANS1] from [33554432] to [33555200].
2025-03-14 00:29:25 : INFO : (11800 | TRANSF_1_1_1) : (IS | IS) : node01 : TE_7212 : Increasing [Data Cache] size for transformation [JNRTRANS1] from [67108864] to [67109216].
2025-03-14 00:29:25 : INFO : (11800 | READER_1_1_1) : (IS | IS) : node01 : BLKR_16019 : Read [2934] rows, read [0] error rows for source table [SUBSCRIBER_2387349] instance name [SUBSCRIBER_2387349]
2025-03-14 00:29:25 : INFO : (11800 | READER_1_1_1) : (IS | IS) : node01 : BLKR_16008 : Reader run completed.
2025-03-14 00:29:25 : INFO : (11800 | TRANSF_1_2_1) : (IS | IS) : node01 : CMN_1690 : Created new data file [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR55_16_0_104.dat] and index file [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR55_16_0_104.idx] for Joiner [JNRTRANS].
2025-03-14 00:29:25 : INFO : (11800 | TRANSF_1_1_1) : (IS | IS) : node01 : CMN_1690 : Created new data file [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR55_17_0_104.dat] and index file [C:\Informatica\10.5.2\server\infa_shared\Cache\PMJNR55_17_0_104.idx] for Joiner [JNRTRANS1].
2025-03-14 00:29:25 : INFO : (11800 | TRANSF_1_2_1) : (IS | IS) : node01 : DBG_21214 : DBG_21214 Finished joiner cache on master relation : (Fri Mar 14 00:29:25 2025)
2025-03-14 00:29:25 : INFO : (11800 | TRANSF_1_2_1) : (IS | IS) : node01 : DBG_21216 : Finished transformations for Source Qualifier [SQ_SUBGRP_2387349]. Total errors [0] 
2025-03-14 00:29:25 : INFO : (11800 | TRANSF_1_3_1) : (IS | IS) : node01 : DBG_21603 : DBG_21603 Open master relation cache for detail joiner : (Fri Mar 14 00:29:25 2025)
2025-03-14 00:29:25 : INFO : (11800 | TRANSF_1_1_1) : (IS | IS) : node01 : DBG_21214 : DBG_21214 Finished joiner cache on master relation : (Fri Mar 14 00:29:25 2025)
2025-03-14 00:29:25 : INFO : (11800 | TRANSF_1_1_1) : (IS | IS) : node01 : DBG_21216 : Finished transformations for Source Qualifier [SQ_SUBSCRIBER_2387349]. Total errors [0] 
2025-03-14 00:29:25 : INFO : (11800 | TRANSF_1_3_1) : (IS | IS) : node01 : DBG_21603 : DBG_21603 Open master relation cache for detail joiner : (Fri Mar 14 00:29:25 2025)
2025-03-14 00:29:25 : INFO : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : WRT_8167 : Start loading table [Group_details_modified::X_GroupDetails] at: Fri Mar 14 00:29:25 2025
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
2025-03-14 00:29:25 : ERROR : (11800 | WRITER_1_*_1) : (IS | IS) : node01 : XMLW_31213 : Row rejected due to duplicate primary key.
